0                             	0.379243                      	0.0387064                     
200                           	0.27448                       	0.0332855                     
400                           	0.27265                       	0.0330637                     
600                           	0.340925                      	0.0371979                     
800                           	0.378093                      	0.0387915                     
1000                          	0.435397                      	0.0422895                     
1200                          	0.476081                      	0.044203                      
1400                          	0.420051                      	0.0413889                     
1600                          	0.371109                      	0.0389028                     
1800                          	0.359608                      	0.038554                      
2000                          	0.286129                      	0.0339573                     
2200                          	0.288506                      	0.0342393                     
2400                          	0.307912                      	0.0348641                     
