-1200     	0         	0         	6         	0.0534098           	0.0308362           
-1200     	1         	0         	7         	0.0356065           	0.0251776           
-1200     	2         	0         	8         	0.0356065           	0.0251776           
-1200     	3         	1         	6         	0.0890164           	0.0398093           
-1200     	4         	1         	7         	0                   	0                   
-1200     	5         	1         	8         	0.0356065           	0.0251776           
-1200     	6         	2         	6         	0.0534098           	0.0308362           
-1200     	7         	2         	7         	0.0890164           	0.0398093           
-1200     	8         	2         	8         	0.0534098           	0.0308362           
-1200     	9         	3         	6         	0.0356065           	0.0251776           
-1200     	10        	3         	7         	0.0534098           	0.0308362           
-1200     	11        	3         	8         	0.10682             	0.0436089           
-1200     	12        	4         	6         	0.0178033           	0.0178033           
-1200     	13        	4         	7         	0.0712131           	0.0356065           
-1200     	14        	4         	8         	0.0534098           	0.0308362           
-1200     	15        	5         	6         	0.0178033           	0.0178033           
-1200     	16        	5         	7         	0.0534098           	0.0308362           
-1200     	17        	5         	8         	0.0178033           	0.0178033           
-600      	0         	0         	6         	0.0724354           	0.0362177           
-600      	1         	0         	7         	0.0181089           	0.0181089           
-600      	2         	0         	8         	0.0362177           	0.0256098           
-600      	3         	1         	6         	0.126762            	0.0479115           
-600      	4         	1         	7         	0.0362177           	0.0256098           
-600      	5         	1         	8         	0.0362177           	0.0256098           
-600      	6         	2         	6         	0.0543266           	0.0313655           
-600      	7         	2         	7         	0.108653            	0.0443575           
-600      	8         	2         	8         	0.0543266           	0.0313655           
-600      	9         	3         	6         	0.0362177           	0.0256098           
-600      	10        	3         	7         	0.0905443           	0.0404926           
-600      	11        	3         	8         	0.0724354           	0.0362177           
-600      	12        	4         	6         	0.0543266           	0.0313655           
-600      	13        	4         	7         	0.0905443           	0.0404926           
-600      	14        	4         	8         	0.0543266           	0.0313655           
-600      	15        	5         	6         	0                   	0                   
-600      	16        	5         	7         	0                   	0                   
-600      	17        	5         	8         	0.0905443           	0.0404926           
0         	0         	0         	6         	0.164206            	0.0547355           
0         	1         	0         	7         	0.0182452           	0.0182452           
0         	2         	0         	8         	0.0182452           	0.0182452           
0         	3         	1         	6         	0.200697            	0.0605123           
0         	4         	1         	7         	0.109471            	0.0446913           
0         	5         	1         	8         	0.0182452           	0.0182452           
0         	6         	2         	6         	0.0547355           	0.0316015           
0         	7         	2         	7         	0.0182452           	0.0182452           
0         	8         	2         	8         	0.0729806           	0.0364903           
0         	9         	3         	6         	0                   	0                   
0         	10        	3         	7         	0.164206            	0.0547355           
0         	11        	3         	8         	0.0182452           	0.0182452           
0         	12        	4         	6         	0                   	0                   
0         	13        	4         	7         	0.0364903           	0.0258026           
0         	14        	4         	8         	0.127716            	0.0482722           
0         	15        	5         	6         	0                   	0                   
0         	16        	5         	7         	0.0182452           	0.0182452           
0         	17        	5         	8         	0.0547355           	0.0316015           
