-1200     	0         	0         	6         	0.0162801           	0.00355262          
-1200     	1         	0         	7         	0.0155049           	0.003467            
-1200     	2         	0         	8         	0.00310098          	0.00155049          
-1200     	3         	1         	6         	0.0147297           	0.00337921          
-1200     	4         	1         	7         	0.0333355           	0.00508362          
-1200     	5         	1         	8         	0.0139544           	0.00328909          
-1200     	6         	2         	6         	0.0178306           	0.00371794          
-1200     	7         	2         	7         	0.034886            	0.0052005           
-1200     	8         	2         	8         	0.0178306           	0.00371794          
-1200     	9         	3         	6         	0.0155049           	0.003467            
-1200     	10        	3         	7         	0.0341108           	0.00514239          
-1200     	11        	3         	8         	0.0170554           	0.00363622          
-1200     	12        	4         	6         	0.0100782           	0.00279519          
-1200     	13        	4         	7         	0.0232574           	0.00424619          
-1200     	14        	4         	8         	0.0131792           	0.00319642          
-1200     	15        	5         	6         	0.00542672          	0.00205111          
-1200     	16        	5         	7         	0.0178306           	0.00371794          
-1200     	17        	5         	8         	0.0178306           	0.00371794          
-600      	0         	0         	6         	0.0188363           	0.00384493          
-600      	1         	0         	7         	0.0180514           	0.00376398          
-600      	2         	0         	8         	0.00784844          	0.00248189          
-600      	3         	1         	6         	0.0125575           	0.00313938          
-600      	4         	1         	7         	0.0408119           	0.00565959          
-600      	5         	1         	8         	0.00941813          	0.00271878          
-600      	6         	2         	6         	0.0196211           	0.00392422          
-600      	7         	2         	7         	0.0361028           	0.00532307          
-600      	8         	2         	8         	0.0125575           	0.00313938          
-600      	9         	3         	6         	0.014912            	0.00342106          
-600      	10        	3         	7         	0.0345331           	0.00520607          
-600      	11        	3         	8         	0.0180514           	0.00376398          
-600      	12        	4         	6         	0.00392422          	0.00175496          
-600      	13        	4         	7         	0.0337483           	0.00514657          
-600      	14        	4         	8         	0.014912            	0.00342106          
-600      	15        	5         	6         	0.00313938          	0.00156969          
-600      	16        	5         	7         	0.0266847           	0.00457639          
-600      	17        	5         	8         	0.0204059           	0.00400193          
0         	0         	0         	6         	0.0182933           	0.00381441          
0         	1         	0         	7         	0.0190886           	0.00389645          
0         	2         	0         	8         	0.00238608          	0.0013776           
0         	3         	1         	6         	0.0357912           	0.00533543          
0         	4         	1         	7         	0.0357912           	0.00533543          
0         	5         	1         	8         	0.00636288          	0.00224962          
0         	6         	2         	6         	0.031019            	0.00496702          
0         	7         	2         	7         	0.059652            	0.00688802          
0         	8         	2         	8         	0.0143165           	0.00337442          
0         	9         	3         	6         	0.0135211           	0.00327935          
0         	10        	3         	7         	0.059652            	0.00688802          
0         	11        	3         	8         	0.019884            	0.0039768           
0         	12        	4         	6         	0.0039768           	0.00177848          
0         	13        	4         	7         	0.0246561           	0.00442837          
0         	14        	4         	8         	0.0294283           	0.00483798          
0         	15        	5         	6         	0.00636288          	0.00224962          
0         	16        	5         	7         	0.0206793           	0.00405555          
0         	17        	5         	8         	0.0222701           	0.00420865          
