0                             	0.227817                      	0.0135185                     
200                           	0.207929                      	0.013021                      
400                           	0.215457                      	0.0131611                     
600                           	0.252339                      	0.0142631                     
800                           	0.235542                      	0.0137841                     
1000                          	0.291292                      	0.0154168                     
1200                          	0.327617                      	0.0162794                     
1400                          	0.279572                      	0.0151397                     
1600                          	0.257902                      	0.0144852                     
1800                          	0.232949                      	0.0137506                     
2000                          	0.234754                      	0.0137145                     
2200                          	0.215587                      	0.0131446                     
2400                          	0.220799                      	0.0132665                     
