-1200     	0         	          	          	                    	                    
-1200     	0         	1         	          	                    	                    
-1200     	0         	2         	          	                    	                    
-1200     	0         	3         	          	                    	                    
-1200     	0         	4         	          	                    	                    
-1200     	0         	5         	          	                    	                    
-1200     	0         	6         	          	                    	                    
-1200     	0         	7         	          	                    	                    
-1200     	0         	8         	          	                    	                    
-1200     	0         	9         	          	                    	                    
-1200     	0         	10        	          	                    	                    
-1200     	0         	11        	          	                    	                    
-1200     	0         	12        	          	                    	                    
-1200     	0         	13        	          	                    	                    
-1200     	0         	14        	          	                    	                    
-1200     	0         	15        	          	                    	                    
-1200     	0         	16        	          	                    	                    
-1200     	0         	17        	          	                    	                    
-1200     	0         	0         	6         	0.0188148           	0.00274442          
-1200     	1         	0         	7         	0.0120094           	0.00219261          
-1200     	2         	0         	8         	0.00320251          	0.00113226          
-1200     	3         	1         	6         	0.0144113           	0.00240189          
-1200     	4         	1         	7         	0.0244192           	0.00312655          
-1200     	5         	1         	8         	0.0056044           	0.00149784          
-1200     	6         	2         	6         	0.0112088           	0.00211826          
-1200     	7         	2         	7         	0.0304239           	0.00348986          
-1200     	8         	2         	8         	0.00800629          	0.00179026          
-1200     	9         	3         	6         	0.00480377          	0.00138673          
-1200     	10        	3         	7         	0.020416            	0.00285882          
-1200     	11        	3         	8         	0.0124097           	0.00222886          
-1200     	12        	4         	6         	0.00240189          	0.000980566         
-1200     	13        	4         	7         	0.021617            	0.0029417           
-1200     	14        	4         	8         	0.0116091           	0.00215576          
-1200     	15        	5         	6         	0.00240189          	0.000980566         
-1200     	16        	5         	7         	0.0184145           	0.00271506          
-1200     	17        	5         	8         	0.0136107           	0.00233421          
-600      	0         	0         	6         	0.0177877           	0.0026816           
-600      	1         	0         	7         	0.0157664           	0.00252464          
-600      	2         	0         	8         	0.00161706          	0.000808531         
-600      	3         	1         	6         	0.019809            	0.00282986          
-600      	4         	1         	7         	0.0222346           	0.00299811          
-600      	5         	1         	8         	0.00485119          	0.00140042          
-600      	6         	2         	6         	0.0145536           	0.00242559          
-600      	7         	2         	7         	0.0307242           	0.00352431          
-600      	8         	2         	8         	0.00889385          	0.00189617          
-600      	9         	3         	6         	0.00768105          	0.00176215          
-600      	10        	3         	7         	0.0282986           	0.00338233          
-600      	11        	3         	8         	0.00889385          	0.00189617          
-600      	12        	4         	6         	0.00444692          	0.0013408           
-600      	13        	4         	7         	0.0194048           	0.00280084          
-600      	14        	4         	8         	0.0109152           	0.00210063          
-600      	15        	5         	6         	0.00363839          	0.0012128           
-600      	16        	5         	7         	0.013745            	0.00235725          
-600      	17        	5         	8         	0.0125322           	0.00225086          
0         	0         	0         	6         	0.0150803           	0.00247918          
0         	1         	0         	7         	0.0110045           	0.00211782          
0         	2         	0         	8         	0.00122273          	0.000705941         
0         	3         	1         	6         	0.0366818           	0.0038666           
0         	4         	1         	7         	0.0269              	0.00331116          
0         	5         	1         	8         	0.00244545          	0.000998351         
0         	6         	2         	6         	0.016303            	0.00257773          
0         	7         	2         	7         	0.059506            	0.00492475          
0         	8         	2         	8         	0.00733635          	0.0017292           
0         	9         	3         	6         	0.00937423          	0.00195466          
0         	10        	3         	7         	0.0558378           	0.00477055          
0         	11        	3         	8         	0.0183409           	0.0027341           
0         	12        	4         	6         	0.00407575          	0.00128887          
0         	13        	4         	7         	0.0244545           	0.00315706          
0         	14        	4         	8         	0.029753            	0.00348232          
0         	15        	5         	6         	0.00203788          	0.000911366         
0         	16        	5         	7         	0.0146727           	0.00244545          
0         	17        	5         	8         	0.0207863           	0.00291067          
600       	0         	0         	6         	0.0157006           	0.00251411          
600       	1         	0         	7         	0.0144929           	0.00241548          
600       	2         	0         	8         	0.00161032          	0.00080516          
600       	3         	1         	6         	0.0136877           	0.00234742          
600       	4         	1         	7         	0.0285832           	0.0033922           
600       	5         	1         	8         	0.00483096          	0.00139458          
600       	6         	2         	6         	0.01248             	0.00224147          
600       	7         	2         	7         	0.0301935           	0.00348644          
600       	8         	2         	8         	0.00764902          	0.0017548           
600       	9         	3         	6         	0.00885676          	0.00188827          
600       	10        	3         	7         	0.0265703           	0.00327057          
600       	11        	3         	8         	0.0140903           	0.00238169          
600       	12        	4         	6         	0.00241548          	0.000986115         
600       	13        	4         	7         	0.0185187           	0.00273043          
600       	14        	4         	8         	0.0132851           	0.00231265          
600       	15        	5         	6         	0.0020129           	0.000900196         
600       	16        	5         	7         	0.0144929           	0.00241548          
600       	17        	5         	8         	0.0136877           	0.00234742          
1200      	0         	0         	6         	0.0132399           	0.00230478          
1200      	1         	0         	7         	0.0136412           	0.00233944          
1200      	2         	0         	8         	0.00240726          	0.000982761         
1200      	3         	1         	6         	0.0172521           	0.00263091          
1200      	4         	1         	7         	0.0224678           	0.00300238          
1200      	5         	1         	8         	0.00361089          	0.00120363          
1200      	6         	2         	6         	0.0116351           	0.00216058          
1200      	7         	2         	7         	0.0260787           	0.00323466          
1200      	8         	2         	8         	0.00682058          	0.00165423          
1200      	9         	3         	6         	0.00441332          	0.00133066          
1200      	10        	3         	7         	0.0280847           	0.00335677          
1200      	11        	3         	8         	0.0112339           	0.00212301          
1200      	12        	4         	6         	0.0040121           	0.00126874          
1200      	13        	4         	7         	0.0204617           	0.00286522          
1200      	14        	4         	8         	0.00722179          	0.00170219          
1200      	15        	5         	6         	0.00160484          	0.000802421         
1200      	16        	5         	7         	0.022869            	0.00302907          
1200      	17        	5         	8         	0.0164496           	0.002569            
