0                             	0.257527                      	0.0319423                     
200                           	0.250709                      	0.0318401                     
400                           	0.257574                      	0.032712                      
600                           	0.277228                      	0.0333743                     
800                           	0.243964                      	0.0314956                     
1000                          	0.284678                      	0.033785                      
1200                          	0.378308                      	0.0392287                     
1400                          	0.377028                      	0.0393079                     
1600                          	0.244193                      	0.0315252                     
1800                          	0.336995                      	0.0372148                     
2000                          	0.181657                      	0.0270799                     
2200                          	0.291191                      	0.034558                      
2400                          	0.260933                      	0.0321186                     
