0                             	0.174506                      	0.0263078                     
200                           	0.193411                      	0.0279165                     
400                           	0.243146                      	0.0313901                     
600                           	0.273417                      	0.0334032                     
800                           	0.240643                      	0.0310669                     
1000                          	0.256684                      	0.0323391                     
1200                          	0.273495                      	0.0336649                     
1400                          	0.232025                      	0.0307325                     
1600                          	0.221447                      	0.0301351                     
1800                          	0.262998                      	0.0326209                     
2000                          	0.23023                       	0.0302306                     
2200                          	0.204435                      	0.0286266                     
2400                          	0.243794                      	0.0309619                     
