0                             	0.235029                      	0.013754                      
200                           	0.204019                      	0.0128013                     
400                           	0.212269                      	0.0130891                     
600                           	0.226251                      	0.0135696                     
800                           	0.22797                       	0.0135996                     
1000                          	0.26972                       	0.0148028                     
1200                          	0.264332                      	0.0147078                     
1400                          	0.279019                      	0.0150437                     
1600                          	0.218192                      	0.0133282                     
1800                          	0.20611                       	0.0129071                     
2000                          	0.219095                      	0.013236                      
2200                          	0.236165                      	0.0137969                     
2400                          	0.230138                      	0.0135376                     
