0                             	0.246827                      	0.031347                      
200                           	0.211196                      	0.0292877                     
400                           	0.198086                      	0.028298                      
600                           	0.220712                      	0.0300351                     
800                           	0.225901                      	0.0301873                     
1000                          	0.33319                       	0.0367947                     
1200                          	0.313282                      	0.0357018                     
1400                          	0.302256                      	0.0353764                     
1600                          	0.209784                      	0.0290918                     
1800                          	0.216233                      	0.0294256                     
2000                          	0.203848                      	0.0285444                     
2200                          	0.246856                      	0.0313507                     
2400                          	0.259366                      	0.0321703                     
